Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Date,Time,Fractional Seconds
1,0.1409466565805,Amp DC,1,4.5,F,T,F,F,F,F,Front,F,Digitizer,05/27/2024,14:16:24,.053664801
2,0.1372555563797,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:16:24,.054664796
3,0.1372079786639,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:16:24,.055664810
4,0.1374791866525,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:16:24,.056664804
5,0.1371976226311,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:16:24,.057664819
6,0.1371860658989,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:16:24,.058664813
7,0.1373597170571,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:16:24,.059664828
8,0.1372576576037,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:16:24,.060664822
9,0.1366676639108,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:16:24,.061664836
10,0.1368441667302,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:16:24,.062664831
11,0.1294525108204,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:16:24,.063664825
12,0.1247864426651,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:16:24,.064664840
13,0.1367911858669,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:16:24,.065664834
14,0.1375723909474,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:16:24,.066664848
15,0.1368294581619,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:16:24,.067664843
16,0.1368689311563,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:16:24,.068664857
17,0.1368915943585,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:16:24,.069664852
18,0.1370975143144,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:16:24,.070664866
19,0.1368876920853,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:16:24,.071664860
20,0.1373678217784,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:16:24,.072664855
