Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Date,Time,Fractional Seconds
1,0.04975173220294,Amp DC,1,4.5,F,T,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.308144446
2,0.04976283867286,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.309144440
3,0.04975293290239,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.310144455
4,0.04975143202807,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.311144449
5,0.04973237092429,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.312144443
6,0.04975683517561,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.313144458
7,0.04976283867286,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.314144452
8,0.04976343902259,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.315144467
9,0.04976208823571,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.316144461
10,0.04976974269471,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.317144475
11,0.04978250012638,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.318144470
12,0.04979315633401,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.319144484
13,0.04980471306623,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.320144479
14,0.04977604636683,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.321144493
15,0.04977214409361,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.322144487
16,0.04979435703346,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.323144502
17,0.0497888037985,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.324144496
18,0.04977739715371,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.325144511
19,0.04977364496792,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.326144505
20,0.04976238841057,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.327144519
21,0.04977694689142,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.328144514
22,0.04977754724114,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.329144528
23,0.04975353325211,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.330144523
24,0.04974873045431,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.331144537
25,0.04975983692423,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.332144531
26,0.0497601370991,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.333144546
27,0.04976674094608,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.334144540
28,0.04976629068379,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.335144555
29,0.04976659085865,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.336144549
30,0.04978745301161,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.337144563
31,0.04979900974383,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.338144558
32,0.04978610222473,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.339144572
33,0.04978385091326,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.340144567
34,0.0497811493395,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.341144561
35,0.04979660834493,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.342144575
36,0.04978084916463,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.343144590
37,0.04977949837775,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.344144584
38,0.04978640239959,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.345144579
39,0.04978805336134,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.346144593
40,0.04978715283675,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.347144587
41,0.04976764147067,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.348144602
42,0.04974122608274,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.349144596
43,0.04974227669476,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.350144611
44,0.04976554024663,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.351144605
45,0.04976614059635,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.352144619
46,0.04975623482588,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.353144614
47,0.04975923657451,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.354144628
48,0.0497520323778,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.355144623
49,0.04976223832314,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.356144637
50,0.04976764147067,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.357144631
51,0.04978535178757,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.358144646
52,0.04977049313186,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.359144640
53,0.04978745301161,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.360144655
54,0.04979510747062,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.361144649
55,0.0497859521373,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.362144663
56,0.04977469557994,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.363144658
57,0.04974137617017,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.364144672
58,0.04976869208269,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.365144667
59,0.04976839190782,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.366144681
60,0.04976899225755,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.367144675
61,0.04972636742703,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.368144690
62,0.04974017547072,Amp DC,1,4.5,F,F,F,F,F,F,Front,F,Digitizer,05/27/2024,14:43:25,.369144684
